id,tender_number,tender_number_en,tender_name_ar,tender_name_en,entity_ar,entity_en,category_ar,category_en,grade_ar,grade_en,tender_type_ar,tender_type_en,sales_end_date,bid_closing_date,actual_opening_date,fee,bank_guarantee,view,is_retender,is_scc_relevant,is_subcontract,parent_tender_number,parent_tender_name,raw_data,first_seen,last_seen,scraped_at
14,"2026/1614/و ص/م ع خ ص د م-94",1614/2026/MOH/DGHSDKP-94,"توريد وتصنيع وتوريد وتركيب و.....","Supply, Fabrication, Deliver.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2026-05-04,2026-05-14,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/1614/\u0648 \u0635/\u0645 \u0639 \u062e \u0635 \u062f \u0645-94"", ""dates"": ""Sales EndDate:04-05-2026-Bid Closing Date:14-05-2026"", ""tender_number_en"": ""1614/2026/MOH/DGHSDKP-94"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u0635\u0646\u064a\u0639 \u0648\u062a\u0648\u0631\u064a\u062f \u0648\u062a\u0631\u0643\u064a\u0628 \u0648....."", ""tender_name_en"": ""Supply, Fabrication, Deliver....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""sales_end_date"": ""04-05-2026"", ""bid_closing_date"": ""14-05-2026"", ""_view"": ""NewTenders""}","2026-05-02 01:37:25","2026-05-10 02:04:44.100690","2026-05-02 01:37:25"
15,"2026/12/ج ض/ق م-10",12/2026/TA/PRC-10,"شراء طاولات ضيافة","Buying hospitality tables","جهاز الضرائب","Tax Authority","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2026-04-28,2026-04-29,,25.0,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/12/\u062c \u0636/\u0642 \u0645-10"", ""dates"": ""Sales EndDate:28-04-2026-Bid Closing Date:29-04-2026"", ""fee"": ""25"", ""tender_number_en"": ""12/2026/TA/PRC-10"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u062c\u0647\u0627\u0632 \u0627\u0644\u0636\u0631\u0627\u0626\u0628"", ""entity_en"": ""Tax Authority"", ""tender_name_ar"": ""\u0634\u0631\u0627\u0621 \u0637\u0627\u0648\u0644\u0627\u062a \u0636\u064a\u0627\u0641\u0629"", ""tender_name_en"": ""Buying hospitality tables"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""28-04-2026"", ""bid_closing_date"": ""29-04-2026"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:25","2026-05-02 01:37:25","2026-05-02 01:37:25"
16,"2026/1613/و ص/م ص م-132",1613/2026/MOH/SOHP-132,"قطع غيار لليزر البصري","SPARE PART FOR OPTHALMIC LAS.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2026-04-29,2026-05-03,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/1613/\u0648 \u0635/\u0645 \u0635 \u0645-132"", ""dates"": ""Sales EndDate:29-04-2026-Bid Closing Date:03-05-2026"", ""tender_number_en"": ""1613/2026/MOH/SOHP-132"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u0642\u0637\u0639 \u063a\u064a\u0627\u0631 \u0644\u0644\u064a\u0632\u0631 \u0627\u0644\u0628\u0635\u0631\u064a"", ""tender_name_en"": ""SPARE PART FOR OPTHALMIC LAS....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""29-04-2026"", ""bid_closing_date"": ""03-05-2026"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:25","2026-05-02 01:37:25","2026-05-02 01:37:25"
17,"2026/35/ه ت م ص م/إ ت م ص م د -2- اعادة طرح - 2","35/2026/SMES/DSMEDDG-2- Recall - 2","الترويج عبر اللوحات الاعلاني.....","Promotion through Digital Bi.....","هيئة تنمية المؤسسات الصغيرة والمتوسطة","Small and Medium Enterprises Development Authority","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2026-05-04,2026-05-11,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/35/\u0647 \u062a \u0645 \u0635 \u0645/\u0625 \u062a \u0645 \u0635 \u0645 \u062f -2- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 2"", ""dates"": ""Sales EndDate:04-05-2026-Bid Closing Date:11-05-2026"", ""tender_number_en"": ""35/2026/SMES/DSMEDDG-2- Recall - 2"", ""entity_ar"": ""\u0647\u064a\u0626\u0629 \u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0645\u0624\u0633\u0633\u0627\u062a \u0627\u0644\u0635\u063a\u064a\u0631\u0629 \u0648\u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629"", ""entity_en"": ""Small and Medium Enterprises Development Authority"", ""tender_name_ar"": ""\u0627\u0644\u062a\u0631\u0648\u064a\u062c \u0639\u0628\u0631 \u0627\u0644\u0644\u0648\u062d\u0627\u062a \u0627\u0644\u0627\u0639\u0644\u0627\u0646\u064a....."", ""tender_name_en"": ""Promotion through Digital Bi....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""sales_end_date"": ""04-05-2026"", ""bid_closing_date"": ""11-05-2026"", ""_view"": ""NewTenders""}","2026-05-02 01:37:25","2026-05-10 02:04:44.101588","2026-05-02 01:37:25"
18,"2026/97/ه ت م ص م/إ ت م ص م ش ش-7",97/2026/SMES/DSMEDNS-7,"التدريب عبر الآلات الحديثة (.....","Training using modern weavin.....","هيئة تنمية المؤسسات الصغيرة والمتوسطة","Small and Medium Enterprises Development Authority","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2026-05-04,2026-05-11,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/97/\u0647 \u062a \u0645 \u0635 \u0645/\u0625 \u062a \u0645 \u0635 \u0645 \u0634 \u0634-7"", ""dates"": ""Sales EndDate:04-05-2026-Bid Closing Date:11-05-2026"", ""tender_number_en"": ""97/2026/SMES/DSMEDNS-7"", ""entity_ar"": ""\u0647\u064a\u0626\u0629 \u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0645\u0624\u0633\u0633\u0627\u062a \u0627\u0644\u0635\u063a\u064a\u0631\u0629 \u0648\u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629"", ""entity_en"": ""Small and Medium Enterprises Development Authority"", ""tender_name_ar"": ""\u0627\u0644\u062a\u062f\u0631\u064a\u0628 \u0639\u0628\u0631 \u0627\u0644\u0622\u0644\u0627\u062a \u0627\u0644\u062d\u062f\u064a\u062b\u0629 (....."", ""tender_name_en"": ""Training using modern weavin....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""sales_end_date"": ""04-05-2026"", ""bid_closing_date"": ""11-05-2026"", ""_view"": ""NewTenders""}","2026-05-02 01:37:25","2026-05-10 02:04:44.101214","2026-05-02 01:37:25"
19,"2026/62/و م/د م-56",62/2026/MOF/PRC-56,"أجهزة الكمبيوتر المحمولة","Laptop Devices","وزارة المالية","Ministry of Finance","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2026-05-03,2026-05-05,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/62/\u0648 \u0645/\u062f \u0645-56"", ""dates"": ""Sales EndDate:03-05-2026-Bid Closing Date:05-05-2026"", ""tender_number_en"": ""62/2026/MOF/PRC-56"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0645\u0627\u0644\u064a\u0629"", ""entity_en"": ""Ministry of Finance"", ""tender_name_ar"": ""\u0623\u062c\u0647\u0632\u0629 \u0627\u0644\u0643\u0645\u0628\u064a\u0648\u062a\u0631 \u0627\u0644\u0645\u062d\u0645\u0648\u0644\u0629"", ""tender_name_en"": ""Laptop Devices"", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""03-05-2026"", ""bid_closing_date"": ""05-05-2026"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:25","2026-05-02 01:37:25","2026-05-02 01:37:25"
20,"2026/67/ه ت م ص م/إ ت م ص م د -6- اعادة طرح - 1","67/2026/SMES/DSMEDDG-6- Recall - 1","البرنامج التدريبي لتطوير حرف.....","Training program for develop.....","هيئة تنمية المؤسسات الصغيرة والمتوسطة","Small and Medium Enterprises Development Authority","الخدمات",Services,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2026-05-02,2026-05-11,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/67/\u0647 \u062a \u0645 \u0635 \u0645/\u0625 \u062a \u0645 \u0635 \u0645 \u062f -6- \u0627\u0639\u0627\u062f\u0629 \u0637\u0631\u062d - 1"", ""dates"": ""Sales EndDate:02-05-2026-Bid Closing Date:11-05-2026"", ""tender_number_en"": ""67/2026/SMES/DSMEDDG-6- Recall - 1"", ""entity_ar"": ""\u0647\u064a\u0626\u0629 \u062a\u0646\u0645\u064a\u0629 \u0627\u0644\u0645\u0624\u0633\u0633\u0627\u062a \u0627\u0644\u0635\u063a\u064a\u0631\u0629 \u0648\u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629"", ""entity_en"": ""Small and Medium Enterprises Development Authority"", ""tender_name_ar"": ""\u0627\u0644\u0628\u0631\u0646\u0627\u0645\u062c \u0627\u0644\u062a\u062f\u0631\u064a\u0628\u064a \u0644\u062a\u0637\u0648\u064a\u0631 \u062d\u0631\u0641....."", ""tender_name_en"": ""Training program for develop....."", ""category_grade_ar"": ""\u0627\u0644\u062e\u062f\u0645\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Services [Excellent,First,Second,Third,Fourth]"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""sales_end_date"": ""02-05-2026"", ""bid_closing_date"": ""11-05-2026"", ""_view"": ""NewTenders""}","2026-05-02 01:37:25","2026-05-10 02:04:44.102409","2026-05-02 01:37:25"
21,"2026/1611/و ص/ق م-50",1611/2026/MOH/PRC-50,"توريد أدوات مكتبية لقسم المخ.....","Supply of Stationary Items f.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","مؤسسات صغيرة و المتوسطة",SME,2026-05-05,2026-05-11,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/1611/\u0648 \u0635/\u0642 \u0645-50"", ""dates"": ""Sales EndDate:05-05-2026-Bid Closing Date:11-05-2026"", ""tender_number_en"": ""1611/2026/MOH/PRC-50"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0623\u062f\u0648\u0627\u062a \u0645\u0643\u062a\u0628\u064a\u0629 \u0644\u0642\u0633\u0645 \u0627\u0644\u0645\u062e....."", ""tender_name_en"": ""Supply of Stationary Items f....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_type_ar"": ""\u0645\u0624\u0633\u0633\u0627\u062a \u0635\u063a\u064a\u0631\u0629 \u0648 \u0627\u0644\u0645\u062a\u0648\u0633\u0637\u0629 [ Local]"", ""tender_type_en"": ""SME [ Local]"", ""sales_end_date"": ""05-05-2026"", ""bid_closing_date"": ""11-05-2026"", ""_view"": ""NewTenders""}","2026-05-02 01:37:25","2026-05-10 02:04:44.102951","2026-05-02 01:37:25"
22,"2026/383/ج ت ع ت/ك ت ع م ع-137",383/2026/UTAS/HCTDO-137,"توريد أغراض الصيانة الدورية","Supplying periodic maintenan.....","جامعة التقنية والعلوم التطبيقية","University Of Technology And Applied Sciences","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2026-05-03,2026-05-03,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/383/\u062c \u062a \u0639 \u062a/\u0643 \u062a \u0639 \u0645 \u0639-137"", ""dates"": ""Sales EndDate:03-05-2026-Bid Closing Date:03-05-2026"", ""tender_number_en"": ""383/2026/UTAS/HCTDO-137"", ""entity_ar"": ""\u062c\u0627\u0645\u0639\u0629 \u0627\u0644\u062a\u0642\u0646\u064a\u0629 \u0648\u0627\u0644\u0639\u0644\u0648\u0645 \u0627\u0644\u062a\u0637\u0628\u064a\u0642\u064a\u0629"", ""entity_en"": ""University Of Technology And Applied Sciences"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0623\u063a\u0631\u0627\u0636 \u0627\u0644\u0635\u064a\u0627\u0646\u0629 \u0627\u0644\u062f\u0648\u0631\u064a\u0629"", ""tender_name_en"": ""Supplying periodic maintenan....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""sales_end_date"": ""03-05-2026"", ""bid_closing_date"": ""03-05-2026"", ""_view"": ""NewTenders""}","2026-05-02 01:37:25","2026-05-10 02:04:44.101998","2026-05-02 01:37:25"
23,"2026/1612/و ص/م ع م س م-144",1612/2026/MOH/DGRHPP-144,"توريد مواد مختبرية واستهلاكي.....","Supply of Laboratory and Con.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2026-04-29,2026-05-04,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/1612/\u0648 \u0635/\u0645 \u0639 \u0645 \u0633 \u0645-144"", ""dates"": ""Sales EndDate:29-04-2026-Bid Closing Date:04-05-2026"", ""tender_number_en"": ""1612/2026/MOH/DGRHPP-144"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0645\u0648\u0627\u062f \u0645\u062e\u062a\u0628\u0631\u064a\u0629 \u0648\u0627\u0633\u062a\u0647\u0644\u0627\u0643\u064a....."", ""tender_name_en"": ""Supply of Laboratory and Con....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""sales_end_date"": ""29-04-2026"", ""bid_closing_date"": ""04-05-2026"", ""_view"": ""New/Floated Tenders""}","2026-05-02 01:37:25","2026-05-02 01:37:25","2026-05-02 01:37:25"
24,"2026/1610/و ص/م ع م س م-143",1610/2026/MOH/DGRHPP-143,"توريد أدويه للمستشفى السلطاني","supply of pharmaceutical for.....","وزارة الصحة","Ministry of Health","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2026-05-11,2026-05-18,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/1610/\u0648 \u0635/\u0645 \u0639 \u0645 \u0633 \u0645-143"", ""dates"": ""Sales EndDate:11-05-2026-Bid Closing Date:18-05-2026"", ""tender_number_en"": ""1610/2026/MOH/DGRHPP-143"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u062a\u0648\u0631\u064a\u062f \u0623\u062f\u0648\u064a\u0647 \u0644\u0644\u0645\u0633\u062a\u0634\u0641\u0649 \u0627\u0644\u0633\u0644\u0637\u0627\u0646\u064a"", ""tender_name_en"": ""supply of pharmaceutical for....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""sales_end_date"": ""11-05-2026"", ""bid_closing_date"": ""18-05-2026"", ""_view"": ""NewTenders""}","2026-05-02 01:37:25","2026-05-10 02:04:44.103429","2026-05-02 01:37:25"
25,"2026/1591/و ص/م ع خ ص د م-93",1591/2026/MOH/DGHSDKP-93,"بناء غرف للنفايات الطبيه بمر.....","Construct New Garbage Rooms .....","وزارة الصحة","Ministry of Health","المقاولات العمرانيه والصيانة","Construction and Maintenance","الثالثة,الرابعة","Third,Fourth","عامة",Open,2026-05-04,2026-05-18,,,,NewTenders,0,0,0,,,"{""tender_number"": ""2026/1591/\u0648 \u0635/\u0645 \u0639 \u062e \u0635 \u062f \u0645-93"", ""dates"": ""Sales EndDate:04-05-2026-Bid Closing Date:18-05-2026"", ""tender_number_en"": ""1591/2026/MOH/DGHSDKP-93"", ""entity_ar"": ""\u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629"", ""entity_en"": ""Ministry of Health"", ""tender_name_ar"": ""\u0628\u0646\u0627\u0621 \u063a\u0631\u0641 \u0644\u0644\u0646\u0641\u0627\u064a\u0627\u062a \u0627\u0644\u0637\u0628\u064a\u0647 \u0628\u0645\u0631....."", ""tender_name_en"": ""Construct New Garbage Rooms ....."", ""category_grade_ar"": ""\u0627\u0644\u0645\u0642\u0627\u0648\u0644\u0627\u062a \u0627\u0644\u0639\u0645\u0631\u0627\u0646\u064a\u0647 \u0648\u0627\u0644\u0635\u064a\u0627\u0646\u0629 [\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Construction and Maintenance [Third,Fourth]"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""sales_end_date"": ""04-05-2026"", ""bid_closing_date"": ""18-05-2026"", ""_view"": ""NewTenders""}","2026-05-02 01:37:25","2026-05-10 02:04:44.103889","2026-05-02 01:37:25"
26,"2026/22/م م ب/ م ر -22",22/2026/BGO/HQ-22,"تعزيز المواقع السياحية بالخد.....","Enhancing tourist sites with.....","مكتب محافظ البريمي","Buraimi Governor Office","التوريدات",Supply,"الممتازة,الأولى,الثانية,الثالثة,الرابعة","Excellent,First,Second,Third,Fourth","عامة",Open,2026-05-11,2026-06-07,,25.0,,NewTenders,0,0,0,,,"{""fee"": ""25"", ""tender_number"": ""2026/22/\u0645 \u0645 \u0628/ \u0645 \u0631 -22"", ""dates"": ""Sales EndDate:11-05-2026-Bid Closing Date:07-06-2026"", ""tender_number_en"": ""22/2026/BGO/HQ-22"", ""entity_ar"": ""\u0645\u0643\u062a\u0628 \u0645\u062d\u0627\u0641\u0638 \u0627\u0644\u0628\u0631\u064a\u0645\u064a"", ""entity_en"": ""Buraimi Governor Office"", ""tender_name_ar"": ""\u062a\u0639\u0632\u064a\u0632 \u0627\u0644\u0645\u0648\u0627\u0642\u0639 \u0627\u0644\u0633\u064a\u0627\u062d\u064a\u0629 \u0628\u0627\u0644\u062e\u062f....."", ""tender_name_en"": ""Enhancing tourist sites with....."", ""category_grade_ar"": ""\u0627\u0644\u062a\u0648\u0631\u064a\u062f\u0627\u062a [\u0627\u0644\u0645\u0645\u062a\u0627\u0632\u0629,\u0627\u0644\u0623\u0648\u0644\u0649,\u0627\u0644\u062b\u0627\u0646\u064a\u0629,\u0627\u0644\u062b\u0627\u0644\u062b\u0629,\u0627\u0644\u0631\u0627\u0628\u0639\u0629]"", ""category_grade_en"": ""Supply [Excellent,First,Second,Third,Fourth]"", ""tender_type_ar"": ""\u0639\u0627\u0645\u0629 [ Local]"", ""tender_type_en"": ""Open [ Local]"", ""sales_end_date"": ""11-05-2026"", ""bid_closing_date"": ""07-06-2026"", ""_view"": ""NewTenders""}","2026-05-02 01:37:25","2026-05-10 02:04:44.105281","2026-05-02 01:37:25"
